sample,population,count,total_count,percentage
sample05870,cd4_t_cell,29252,92100,31.76
sample05870,nk_cell,12894,92100,14.0
sample05870,monocyte,19682,92100,21.37
sample05871,b_cell,10632,101487,10.48
sample05871,cd8_t_cell,21273,101487,20.96
sample05871,cd4_t_cell,27439,101487,27.04
sample05871,nk_cell,23359,101487,23.02
sample05871,monocyte,18784,101487,18.51
sample05872,b_cell,12347,93782,13.17
sample05872,cd8_t_cell,27957,93782,29.81
sample05872,cd4_t_cell,30567,93782,32.59
sample05872,nk_cell,8031,93782,8.56
sample05872,monocyte,14880,93782,15.87
sample05873,b_cell,9933,97292,10.21
sample05873,cd8_t_cell,20036,97292,20.59
sample05873,cd4_t_cell,36897,97292,37.92
sample05873,nk_cell,15137,97292,15.56
sample05873,monocyte,15289,97292,15.71
sample05874,b_cell,10499,109596,9.58
sample05874,cd8_t_cell,29289,109596,26.72
sample05874,cd4_t_cell,31267,109596,28.53
sample05874,nk_cell,18201,109596,16.61
sample05874,monocyte,20340,109596,18.56
sample05875,b_cell,4209,102256,4.12
sample05875,cd8_t_cell,27943,102256,27.33
sample05875,cd4_t_cell,31681,102256,30.98
sample05875,nk_cell,16948,102256,16.57
sample05875,monocyte,21475,102256,21.0
sample05876,b_cell,10167,103370,9.84
sample05876,cd8_t_cell,26920,103370,26.04
sample05876,cd4_t_cell,31299,103370,30.28
sample05876,nk_cell,13296,103370,12.86
sample05876,monocyte,21688,103370,20.98
sample05877,b_cell,9725,101110,9.62
sample05877,cd8_t_cell,33528,101110,33.16
sample05877,cd4_t_cell,23867,101110,23.6
sample05877,nk_cell,11209,101110,11.09
sample05877,monocyte,22781,101110,22.53
sample05878,b_cell,11287,102613,11.0
sample05878,cd8_t_cell,16760,102613,16.33
sample05878,cd4_t_cell,31402,102613,30.6
sample05878,nk_cell,14721,102613,14.35
sample05878,monocyte,28443,102613,27.72
sample05879,b_cell,11642,92123,12.64
sample05879,cd8_t_cell,22874,92123,24.83
sample05879,cd4_t_cell,28891,92123,31.36
sample05879,nk_cell,10724,92123,11.64
sample05879,monocyte,17992,92123,19.53
sample05880,b_cell,8265,111573,7.41
sample05880,cd8_t_cell,44736,111573,40.1
sample05880,cd4_t_cell,21365,111573,19.15
sample05880,nk_cell,10487,111573,9.4
sample05880,monocyte,26720,111573,23.95
sample05881,b_cell,15673,102091,15.35
sample05881,cd8_t_cell,29948,102091,29.33
sample05881,cd4_t_cell,27661,102091,27.09
sample05881,nk_cell,9684,102091,9.49
sample05881,monocyte,19125,102091,18.73
sample05882,b_cell,7681,98184,7.82
sample05882,cd8_t_cell,27524,98184,28.03
sample05882,cd4_t_cell,33664,98184,34.29
sample05882,nk_cell,17204,98184,17.52
sample05882,monocyte,12111,98184,12.34
sample05883,b_cell,7072,102405,6.91
sample05883,cd8_t_cell,23667,102405,23.11
sample05883,cd4_t_cell,32716,102405,31.95
sample05883,nk_cell,18946,102405,18.5
sample05883,monocyte,20004,102405,19.53
sample05884,b_cell,13980,92840,15.06
sample05884,cd8_t_cell,25186,92840,27.13
sample05884,cd4_t_cell,35018,92840,37.72
sample05884,nk_cell,6241,92840,6.72
sample05884,monocyte,12415,92840,13.37
sample05885,b_cell,7308,108070,6.76
sample05885,cd8_t_cell,28330,108070,26.21
sample05885,cd4_t_cell,35919,108070,33.24
sample05885,nk_cell,19415,108070,17.97
sample05885,monocyte,17098,108070,15.82
sample05886,b_cell,10286,109475,9.4
sample05886,cd8_t_cell,21775,109475,19.89
sample05886,cd4_t_cell,41637,109475,38.03
sample05886,nk_cell,17157,109475,15.67
sample05886,monocyte,18620,109475,17.01
sample05887,b_cell,6809,103271,6.59
sample05887,cd8_t_cell,23768,103271,23.02
sample05887,cd4_t_cell,45318,103271,43.88
sample05887,nk_cell,12513,103271,12.12
sample05887,monocyte,14863,103271,14.39
sample05888,b_cell,12574,105845,11.88
sample05888,cd8_t_cell,25392,105845,23.99
sample05888,cd4_t_cell,38054,105845,35.95
sample05888,nk_cell,14102,105845,13.32
sample05888,monocyte,15723,105845,14.85
sample05889,b_cell,6130,96023,6.38
sample05889,cd8_t_cell,17316,96023,18.03
sample05889,cd4_t_cell,31790,96023,33.11
sample05889,nk_cell,13307,96023,13.86
sample05889,monocyte,27480,96023,28.62
sample05890,b_cell,17424,99058,17.59
sample05890,cd8_t_cell,13992,99058,14.13
sample05890,cd4_t_cell,26689,99058,26.94
sample05890,nk_cell,14995,99058,15.14
sample05890,monocyte,25958,99058,26.2
sample05891,b_cell,13006,111598,11.65
sample05891,cd8_t_cell,35122,111598,31.47
sample05891,cd4_t_cell,28759,111598,25.77
sample05891,nk_cell,15022,111598,13.46
sample05891,monocyte,19689,111598,17.64
sample05892,b_cell,6992,93459,7.48
sample05892,cd8_t_cell,36467,93459,39.02
sample05892,cd4_t_cell,24358,93459,26.06
sample05892,nk_cell,9853,93459,10.54
sample05892,monocyte,15789,93459,16.89
sample05893,b_cell,8443,108708,7.77
sample05893,cd8_t_cell,22300,108708,20.51
sample05893,cd4_t_cell,28475,108708,26.19
sample05893,nk_cell,26017,108708,23.93
sample05893,monocyte,23473,108708,21.59
sample05894,b_cell,18982,110644,17.16
sample05894,cd8_t_cell,18016,110644,16.28
sample05894,cd4_t_cell,35825,110644,32.38
sample05894,nk_cell,10997,110644,9.94
sample05894,monocyte,26824,110644,24.24
sample05895,b_cell,10500,102031,10.29
sample05895,cd8_t_cell,21924,102031,21.49
sample05895,cd4_t_cell,30469,102031,29.86
sample05895,nk_cell,12985,102031,12.73
sample05895,monocyte,26153,102031,25.63
sample05896,b_cell,7763,96121,8.08
sample05896,cd8_t_cell,32405,96121,33.71
sample05896,cd4_t_cell,24175,96121,25.15
sample05896,nk_cell,13951,96121,14.51
sample05896,monocyte,17827,96121,18.55
sample05897,b_cell,7678,94600,8.12
sample05897,cd8_t_cell,24183,94600,25.56
sample05897,cd4_t_cell,25610,94600,27.07
sample05897,nk_cell,17174,94600,18.15
sample05897,monocyte,19955,94600,21.09
sample05898,b_cell,6986,98240,7.11
sample05898,cd8_t_cell,21553,98240,21.94
sample05898,cd4_t_cell,42511,98240,43.27
sample05898,nk_cell,14918,98240,15.19
sample05898,monocyte,12272,98240,12.49
sample05899,b_cell,9252,103547,8.94
sample05899,cd8_t_cell,42254,103547,40.81
sample05899,cd4_t_cell,28642,103547,27.66
sample05899,nk_cell,8765,103547,8.46
sample05899,monocyte,14634,103547,14.13
sample05900,b_cell,11345,103745,10.94
sample05900,cd8_t_cell,35000,103745,33.74
sample05900,cd4_t_cell,25780,103745,24.85
sample05900,nk_cell,15269,103745,14.72
sample05900,monocyte,16351,103745,15.76
sample05901,b_cell,5088,94843,5.36
sample05901,cd8_t_cell,29971,94843,31.6
sample05901,cd4_t_cell,29774,94843,31.39
sample05901,nk_cell,13558,94843,14.3
sample05901,monocyte,16452,94843,17.35
sample05902,b_cell,8115,94124,8.62
sample05902,cd8_t_cell,19208,94124,20.41
sample05902,cd4_t_cell,28036,94124,29.79
sample05902,nk_cell,14748,94124,15.67
sample05902,monocyte,24017,94124,25.52
sample05903,b_cell,16311,105636,15.44
sample05903,cd8_t_cell,28423,105636,26.91
sample05903,cd4_t_cell,31804,105636,30.11
sample05903,nk_cell,17367,105636,16.44
sample05903,monocyte,11731,105636,11.11
sample05904,b_cell,6593,104410,6.31
sample05904,cd8_t_cell,21340,104410,20.44
sample05904,cd4_t_cell,41974,104410,40.2
sample05904,nk_cell,11408,104410,10.93
sample05904,monocyte,23095,104410,22.12
sample05905,b_cell,13130,99227,13.23
sample05905,cd8_t_cell,26461,99227,26.67
sample05905,cd4_t_cell,28296,99227,28.52
sample05905,nk_cell,14927,99227,15.04
sample05905,monocyte,16413,99227,16.54
sample05906,b_cell,3567,106294,3.36
sample05906,cd8_t_cell,30042,106294,28.26
sample05906,cd4_t_cell,23774,106294,22.37
sample05906,nk_cell,21096,106294,19.85
sample05906,monocyte,27815,106294,26.17
sample05907,b_cell,10271,97756,10.51
sample05907,cd8_t_cell,28300,97756,28.95
sample05907,cd4_t_cell,27557,97756,28.19
sample05907,nk_cell,5965,97756,6.1
sample05907,monocyte,25663,97756,26.25
sample05908,b_cell,10731,109894,9.76
sample05908,cd8_t_cell,30774,109894,28.0
sample05908,cd4_t_cell,33901,109894,30.85
sample05908,nk_cell,12258,109894,11.15
sample05908,monocyte,22230,109894,20.23
sample05909,b_cell,16627,112684,14.76
sample05909,cd8_t_cell,20753,112684,18.42
sample05909,cd4_t_cell,43851,112684,38.92
sample05909,nk_cell,8727,112684,7.74
sample05909,monocyte,22726,112684,20.17
sample05910,b_cell,10554,106954,9.87
sample05910,cd8_t_cell,31678,106954,29.62
sample05910,cd4_t_cell,30982,106954,28.97
sample05910,nk_cell,15771,106954,14.75
sample05910,monocyte,17969,106954,16.8
sample05911,b_cell,5993,102612,5.84
sample05911,cd8_t_cell,29836,102612,29.08
sample05911,cd4_t_cell,38300,102612,37.33
sample05911,nk_cell,15737,102612,15.34
sample05911,monocyte,12746,102612,12.42
sample05912,b_cell,4761,105891,4.5
sample05912,cd8_t_cell,27990,105891,26.43
sample05912,cd4_t_cell,37604,105891,35.51
sample05912,nk_cell,13351,105891,12.61
sample05912,monocyte,22185,105891,20.95
sample05913,b_cell,12934,96975,13.34
sample05913,cd8_t_cell,27269,96975,28.12
sample05913,cd4_t_cell,20379,96975,21.01
sample05913,nk_cell,15983,96975,16.48
sample05913,monocyte,20410,96975,21.05
sample05914,b_cell,9137,95099,9.61
sample05914,cd8_t_cell,20551,95099,21.61
sample05914,cd4_t_cell,32219,95099,33.88
sample05914,nk_cell,20581,95099,21.64
sample05914,monocyte,12611,95099,13.26
sample05915,b_cell,7050,99259,7.1
sample05915,cd8_t_cell,28064,99259,28.27
sample05915,cd4_t_cell,24457,99259,24.64
sample05915,nk_cell,14053,99259,14.16
sample05915,monocyte,25635,99259,25.83
sample05916,b_cell,10286,90478,11.37
sample05916,cd8_t_cell,21646,90478,23.92
sample05916,cd4_t_cell,25086,90478,27.73
sample05916,nk_cell,12767,90478,14.11
sample05916,monocyte,20693,90478,22.87
sample05917,b_cell,8570,103737,8.26
sample05917,cd8_t_cell,24189,103737,23.32
sample05917,cd4_t_cell,29417,103737,28.36
sample05917,nk_cell,21811,103737,21.03
sample05917,monocyte,19750,103737,19.04
sample05918,b_cell,7324,109060,6.72
sample05918,cd8_t_cell,30337,109060,27.82
sample05918,cd4_t_cell,27211,109060,24.95
sample05918,nk_cell,14706,109060,13.48
sample05918,monocyte,29482,109060,27.03
sample05919,b_cell,11397,105678,10.78
sample05919,cd8_t_cell,17873,105678,16.91
sample05919,cd4_t_cell,42064,105678,39.8
sample05919,nk_cell,11861,105678,11.22
sample05919,monocyte,22483,105678,21.28
sample05920,b_cell,7210,96485,7.47
sample05920,cd8_t_cell,24306,96485,25.19
sample05920,cd4_t_cell,25557,96485,26.49
sample05920,nk_cell,14368,96485,14.89
sample05920,monocyte,25044,96485,25.96
sample05921,b_cell,10474,102016,10.27
sample05921,cd8_t_cell,23530,102016,23.07
sample05921,cd4_t_cell,28189,102016,27.63
sample05921,nk_cell,14113,102016,13.83
sample05921,monocyte,25710,102016,25.2
sample05922,b_cell,10773,90819,11.86
sample05922,cd8_t_cell,22330,90819,24.59
sample05922,cd4_t_cell,22010,90819,24.24
sample05922,nk_cell,18781,90819,20.68
sample05922,monocyte,16925,90819,18.64
sample05923,b_cell,9742,100604,9.68
sample05923,cd8_t_cell,26196,100604,26.04
sample05923,cd4_t_cell,32744,100604,32.55
sample05923,nk_cell,9667,100604,9.61
sample05923,monocyte,22255,100604,22.12
sample05924,b_cell,12889,96705,13.33
sample05924,cd8_t_cell,20082,96705,20.77
sample05924,cd4_t_cell,23979,96705,24.8
sample05924,nk_cell,13566,96705,14.03
sample05924,monocyte,26189,96705,27.08
sample05925,b_cell,18045,107212,16.83
sample05925,cd8_t_cell,24407,107212,22.77
sample05925,cd4_t_cell,28174,107212,26.28
sample05925,nk_cell,10838,107212,10.11
sample05925,monocyte,25748,107212,24.02
sample05926,b_cell,10874,98947,10.99
sample05926,cd8_t_cell,19394,98947,19.6
sample05926,cd4_t_cell,31281,98947,31.61
sample05926,nk_cell,16325,98947,16.5
sample05926,monocyte,21073,98947,21.3
sample05927,b_cell,12878,109548,11.76
sample05927,cd8_t_cell,25219,109548,23.02
sample05927,cd4_t_cell,28761,109548,26.25
sample05927,nk_cell,16892,109548,15.42
sample05927,monocyte,25798,109548,23.55
sample05928,b_cell,6960,97316,7.15
sample05928,cd8_t_cell,25607,97316,26.31
sample05928,cd4_t_cell,25138,97316,25.83
sample05928,nk_cell,16445,97316,16.9
sample05928,monocyte,23166,97316,23.8
sample05929,b_cell,6870,92832,7.4
sample05929,cd8_t_cell,22247,92832,23.96
sample05929,cd4_t_cell,25717,92832,27.7
sample05929,nk_cell,16995,92832,18.31
sample05929,monocyte,21003,92832,22.62
sample05930,b_cell,12510,103237,12.12
sample05930,cd8_t_cell,25289,103237,24.5
sample05930,cd4_t_cell,26921,103237,26.08
sample05930,nk_cell,15566,103237,15.08
sample05930,monocyte,22951,103237,22.23
sample05931,b_cell,11613,107928,10.76
sample05931,cd8_t_cell,30024,107928,27.82
sample05931,cd4_t_cell,25443,107928,23.57
sample05931,nk_cell,12649,107928,11.72
sample05931,monocyte,28199,107928,26.13
sample05932,b_cell,12868,110009,11.7
sample05932,cd8_t_cell,25710,110009,23.37
sample05932,cd4_t_cell,20364,110009,18.51
sample05932,nk_cell,25813,110009,23.46
sample05932,monocyte,25254,110009,22.96
sample05933,b_cell,12130,104119,11.65
sample05933,cd8_t_cell,21829,104119,20.97
sample05933,cd4_t_cell,33442,104119,32.12
sample05933,nk_cell,20641,104119,19.82
sample05933,monocyte,16077,104119,15.44
sample05934,b_cell,8905,96878,9.19
sample05934,cd8_t_cell,34863,96878,35.99
sample05934,cd4_t_cell,18206,96878,18.79
sample05934,nk_cell,14755,96878,15.23
sample05934,monocyte,20149,96878,20.8
sample05935,b_cell,12223,106837,11.44
sample05935,cd8_t_cell,21965,106837,20.56
sample05935,cd4_t_cell,30293,106837,28.35
sample05935,nk_cell,15756,106837,14.75
sample05935,monocyte,26600,106837,24.9
sample05936,b_cell,7335,91776,7.99
sample05936,cd8_t_cell,21658,91776,23.6
sample05936,cd4_t_cell,29784,91776,32.45
sample05936,nk_cell,6245,91776,6.8
sample05936,monocyte,26754,91776,29.15
sample05937,b_cell,6490,102526,6.33
sample05937,cd8_t_cell,27978,102526,27.29
sample05937,cd4_t_cell,34229,102526,33.39
sample05937,nk_cell,12908,102526,12.59
sample05937,monocyte,20921,102526,20.41
sample05938,b_cell,15714,96829,16.23
sample05938,cd8_t_cell,20539,96829,21.21
sample05938,cd4_t_cell,30024,96829,31.01
sample05938,nk_cell,11445,96829,11.82
sample05938,monocyte,19107,96829,19.73
sample05939,b_cell,9937,88932,11.17
sample05939,cd8_t_cell,22792,88932,25.63
sample05939,cd4_t_cell,20987,88932,23.6
sample05939,nk_cell,18148,88932,20.41
sample05939,monocyte,17068,88932,19.19
sample05940,b_cell,5678,93868,6.05
sample05940,cd8_t_cell,17779,93868,18.94
sample05940,cd4_t_cell,29228,93868,31.14
sample05940,nk_cell,15393,93868,16.4
sample05940,monocyte,25790,93868,27.47
sample05941,b_cell,12987,112803,11.51
sample05941,cd8_t_cell,32652,112803,28.95
sample05941,cd4_t_cell,39633,112803,35.13
sample05941,nk_cell,11423,112803,10.13
sample05941,monocyte,16108,112803,14.28
sample05942,b_cell,12849,108183,11.88
sample05942,cd8_t_cell,22286,108183,20.6
sample05942,cd4_t_cell,39364,108183,36.39
sample05942,nk_cell,19928,108183,18.42
sample05942,monocyte,13756,108183,12.72
sample05943,b_cell,11079,97940,11.31
sample05943,cd8_t_cell,16370,97940,16.71
sample05943,cd4_t_cell,30617,97940,31.26
sample05943,nk_cell,21310,97940,21.76
sample05943,monocyte,18564,97940,18.95
sample05944,b_cell,8648,105913,8.17
sample05944,cd8_t_cell,36482,105913,34.45
sample05944,cd4_t_cell,28252,105913,26.67
sample05944,nk_cell,12889,105913,12.17
sample05944,monocyte,19642,105913,18.55
sample05945,b_cell,11589,92923,12.47
sample05945,cd8_t_cell,20653,92923,22.23
sample05945,cd4_t_cell,24460,92923,26.32
sample05945,nk_cell,13115,92923,14.11
sample05945,monocyte,23106,92923,24.87
sample05946,b_cell,10698,96192,11.12
sample05946,cd8_t_cell,14124,96192,14.68
sample05946,cd4_t_cell,36799,96192,38.26
sample05946,nk_cell,14505,96192,15.08
sample05946,monocyte,20066,96192,20.86
sample05947,b_cell,7865,92746,8.48
sample05947,cd8_t_cell,17612,92746,18.99
sample05947,cd4_t_cell,34520,92746,37.22
sample05947,nk_cell,10505,92746,11.33
sample05947,monocyte,22244,92746,23.98
sample05948,b_cell,14168,102193,13.86
sample05948,cd8_t_cell,24896,102193,24.36
sample05948,cd4_t_cell,31749,102193,31.07
sample05948,nk_cell,17199,102193,16.83
sample05948,monocyte,14181,102193,13.88
sample05949,b_cell,14903,93925,15.87
sample05949,cd8_t_cell,20042,93925,21.34
sample05949,cd4_t_cell,25877,93925,27.55
sample05949,nk_cell,12824,93925,13.65
sample05949,monocyte,20279,93925,21.59
sample05950,b_cell,10208,91829,11.12
sample05950,cd8_t_cell,28168,91829,30.67
sample05950,cd4_t_cell,19551,91829,21.29
sample05950,nk_cell,16805,91829,18.3
sample05950,monocyte,17097,91829,18.62
sample05951,b_cell,10826,97246,11.13
sample05951,cd8_t_cell,22955,97246,23.61
sample05951,cd4_t_cell,26992,97246,27.76
sample05951,nk_cell,14017,97246,14.41
sample05951,monocyte,22456,97246,23.09
sample05952,b_cell,13217,97711,13.53
sample05952,cd8_t_cell,20214,97711,20.69
sample05952,cd4_t_cell,32523,97711,33.28
sample05952,nk_cell,11525,97711,11.79
sample05952,monocyte,20232,97711,20.71
sample05953,b_cell,6403,95041,6.74
sample05953,cd8_t_cell,27256,95041,28.68
sample05953,cd4_t_cell,28701,95041,30.2
sample05953,nk_cell,12299,95041,12.94
sample05953,monocyte,20382,95041,21.45
sample05954,b_cell,7047,101694,6.93
sample05954,cd8_t_cell,25668,101694,25.24
sample05954,cd4_t_cell,33697,101694,33.14
sample05954,nk_cell,14019,101694,13.79
sample05954,monocyte,21263,101694,20.91
sample05955,b_cell,14873,92968,16.0
sample05955,cd8_t_cell,18589,92968,20.0
sample05955,cd4_t_cell,31226,92968,33.59
sample05955,nk_cell,11072,92968,11.91
sample05955,monocyte,17208,92968,18.51
sample05956,b_cell,17197,98193,17.51
sample05956,cd8_t_cell,18355,98193,18.69
sample05956,cd4_t_cell,31209,98193,31.78
sample05956,nk_cell,16018,98193,16.31
sample05956,monocyte,15414,98193,15.7
sample05957,b_cell,12326,95257,12.94
sample05957,cd8_t_cell,21618,95257,22.69
sample05957,cd4_t_cell,29446,95257,30.91
sample05957,nk_cell,10129,95257,10.63
sample05957,monocyte,21738,95257,22.82
sample05958,b_cell,6674,94308,7.08
sample05958,cd8_t_cell,24730,94308,26.22
sample05958,cd4_t_cell,28097,94308,29.79
sample05958,nk_cell,18650,94308,19.78
sample05958,monocyte,16157,94308,17.13
sample05959,b_cell,15807,109251,14.47
sample05959,cd8_t_cell,27559,109251,25.23
sample05959,cd4_t_cell,33667,109251,30.82
sample05959,nk_cell,16560,109251,15.16
sample05959,monocyte,15658,109251,14.33
sample05960,b_cell,14025,102856,13.64
sample05960,cd8_t_cell,21488,102856,20.89
sample05960,cd4_t_cell,25663,102856,24.95
sample05960,nk_cell,18257,102856,17.75
sample05960,monocyte,23423,102856,22.77
sample05961,b_cell,13480,93002,14.49
sample05961,cd8_t_cell,19352,93002,20.81
sample05961,cd4_t_cell,26608,93002,28.61
sample05961,nk_cell,15737,93002,16.92
sample05961,monocyte,17825,93002,19.17
sample05962,b_cell,7248,102770,7.05
sample05962,cd8_t_cell,28099,102770,27.34
sample05962,cd4_t_cell,33773,102770,32.86
sample05962,nk_cell,11986,102770,11.66
sample05962,monocyte,21664,102770,21.08
sample05963,b_cell,10608,109850,9.66
sample05963,cd8_t_cell,25294,109850,23.03
sample05963,cd4_t_cell,31892,109850,29.03
sample05963,nk_cell,18047,109850,16.43
sample05963,monocyte,24009,109850,21.86
sample05964,b_cell,7461,110368,6.76
sample05964,cd8_t_cell,40056,110368,36.29
sample05964,cd4_t_cell,31149,110368,28.22
sample05964,nk_cell,10945,110368,9.92
sample05964,monocyte,20757,110368,18.81
sample05965,b_cell,13195,99598,13.25
sample05965,cd8_t_cell,30828,99598,30.95
sample05965,cd4_t_cell,21663,99598,21.75
sample05965,nk_cell,13194,99598,13.25
sample05965,monocyte,20718,99598,20.8
sample05966,b_cell,10337,100535,10.28
sample05966,cd8_t_cell,24185,100535,24.06
sample05966,cd4_t_cell,32501,100535,32.33
sample05966,nk_cell,14872,100535,14.79
sample05966,monocyte,18640,100535,18.54
sample05967,b_cell,9394,99344,9.46
sample05967,cd8_t_cell,16956,99344,17.07
sample05967,cd4_t_cell,26207,99344,26.38
sample05967,nk_cell,22130,99344,22.28
sample05967,monocyte,24657,99344,24.82
sample05968,b_cell,7552,100005,7.55
sample05968,cd8_t_cell,31679,100005,31.68
sample05968,cd4_t_cell,31472,100005,31.47
sample05968,nk_cell,11975,100005,11.97
sample05968,monocyte,17327,100005,17.33
sample05969,b_cell,7812,101405,7.7
sample05969,cd8_t_cell,27155,101405,26.78
sample05969,cd4_t_cell,29883,101405,29.47
sample05969,nk_cell,18068,101405,17.82
sample05969,monocyte,18487,101405,18.23
sample05970,b_cell,10864,89590,12.13
sample05970,cd8_t_cell,21269,89590,23.74
sample05970,cd4_t_cell,21235,89590,23.7
sample05970,nk_cell,11438,89590,12.77
sample05970,monocyte,24784,89590,27.66
sample05971,b_cell,12233,92362,13.24
sample05971,cd8_t_cell,19827,92362,21.47
sample05971,cd4_t_cell,29063,92362,31.47
sample05971,nk_cell,17267,92362,18.69
sample05971,monocyte,13972,92362,15.13
sample05972,b_cell,9826,92500,10.62
sample05972,cd8_t_cell,16939,92500,18.31
sample05972,cd4_t_cell,27984,92500,30.25
sample05972,nk_cell,14497,92500,15.67
sample05972,monocyte,23254,92500,25.14
sample05973,b_cell,7518,91151,8.25
sample05973,cd8_t_cell,26476,91151,29.05
sample05973,cd4_t_cell,27882,91151,30.59
sample05973,nk_cell,13973,91151,15.33
sample05973,monocyte,15302,91151,16.79
sample05974,b_cell,9236,103672,8.91
sample05974,cd8_t_cell,24217,103672,23.36
sample05974,cd4_t_cell,31783,103672,30.66
sample05974,nk_cell,16510,103672,15.93
sample05974,monocyte,21926,103672,21.15
sample05975,b_cell,11212,106527,10.53
sample05975,cd8_t_cell,29408,106527,27.61
sample05975,cd4_t_cell,30979,106527,29.08
sample05975,nk_cell,16344,106527,15.34
sample05975,monocyte,18584,106527,17.45
sample05976,b_cell,12966,102480,12.65
sample05976,cd8_t_cell,27702,102480,27.03
sample05976,cd4_t_cell,26447,102480,25.81
sample05976,nk_cell,12135,102480,11.84
sample05976,monocyte,23230,102480,22.67
sample05977,b_cell,10802,98488,10.97
sample05977,cd8_t_cell,29795,98488,30.25
sample05977,cd4_t_cell,29061,98488,29.51
sample05977,nk_cell,17474,98488,17.74
sample05977,monocyte,11356,98488,11.53
sample05978,b_cell,6005,106530,5.64
sample05978,cd8_t_cell,40084,106530,37.63
sample05978,cd4_t_cell,29948,106530,28.11
sample05978,nk_cell,15125,106530,14.2
sample05978,monocyte,15368,106530,14.43
sample05979,b_cell,7198,94476,7.62
sample05979,cd8_t_cell,23344,94476,24.71
sample05979,cd4_t_cell,30695,94476,32.49
sample05979,nk_cell,16103,94476,17.04
sample05979,monocyte,17136,94476,18.14
sample05980,b_cell,9785,93257,10.49
sample05980,cd8_t_cell,25248,93257,27.07
sample05980,cd4_t_cell,26609,93257,28.53
sample05980,nk_cell,12536,93257,13.44
sample05980,monocyte,19079,93257,20.46
sample05981,b_cell,7335,88831,8.26
sample05981,cd8_t_cell,19815,88831,22.31
sample05981,cd4_t_cell,31466,88831,35.42
sample05981,nk_cell,7211,88831,8.12
sample05981,monocyte,23004,88831,25.9
sample05982,b_cell,9776,106597,9.17
sample05982,cd8_t_cell,29549,106597,27.72
sample05982,cd4_t_cell,32966,106597,30.93
sample05982,nk_cell,12862,106597,12.07
sample05982,monocyte,21444,106597,20.12
sample05983,b_cell,7130,106676,6.68
sample05983,cd8_t_cell,29014,106676,27.2
sample05983,cd4_t_cell,27480,106676,25.76
sample05983,nk_cell,15490,106676,14.52
sample05983,monocyte,27562,106676,25.84
sample05984,b_cell,5163,92027,5.61
sample05984,cd8_t_cell,22552,92027,24.51
sample05984,cd4_t_cell,28683,92027,31.17
sample05984,nk_cell,15967,92027,17.35
sample05984,monocyte,19662,92027,21.37
sample05985,b_cell,8604,106907,8.05
sample05985,cd8_t_cell,34345,106907,32.13
sample05985,cd4_t_cell,29827,106907,27.9
sample05985,nk_cell,13506,106907,12.63
sample05985,monocyte,20625,106907,19.29
sample05986,b_cell,12880,108767,11.84
sample05986,cd8_t_cell,24874,108767,22.87
sample05986,cd4_t_cell,22106,108767,20.32
sample05986,nk_cell,20939,108767,19.25
sample05986,monocyte,27968,108767,25.71
sample05987,b_cell,8383,99917,8.39
sample05987,cd8_t_cell,20760,99917,20.78
sample05987,cd4_t_cell,26657,99917,26.68
sample05987,nk_cell,20439,99917,20.46
sample05987,monocyte,23678,99917,23.7
sample05988,b_cell,5222,99265,5.26
sample05988,cd8_t_cell,22812,99265,22.98
sample05988,cd4_t_cell,31763,99265,32.0
sample05988,nk_cell,24127,99265,24.31
sample05988,monocyte,15341,99265,15.45
sample05989,b_cell,7599,97031,7.83
sample05989,cd8_t_cell,16989,97031,17.51
sample05989,cd4_t_cell,41299,97031,42.56
sample05989,nk_cell,11141,97031,11.48
sample05989,monocyte,20003,97031,20.62
sample05990,b_cell,8463,95207,8.89
sample05990,cd8_t_cell,24190,95207,25.41
sample05990,cd4_t_cell,30501,95207,32.04
sample05990,nk_cell,13277,95207,13.95
sample05990,monocyte,18776,95207,19.72
sample05991,b_cell,10912,101168,10.79
sample05991,cd8_t_cell,23954,101168,23.68
sample05991,cd4_t_cell,26217,101168,25.91
sample05991,nk_cell,17235,101168,17.04
sample05991,monocyte,22850,101168,22.59
sample05992,b_cell,17844,107145,16.65
sample05992,cd8_t_cell,23974,107145,22.38
sample05992,cd4_t_cell,34653,107145,32.34
sample05992,nk_cell,8175,107145,7.63
sample05992,monocyte,22499,107145,21.0
sample05993,b_cell,7562,100003,7.56
sample05993,cd8_t_cell,27640,100003,27.64
sample05993,cd4_t_cell,18673,100003,18.67
sample05993,nk_cell,26725,100003,26.72
sample05993,monocyte,19403,100003,19.4
sample05994,b_cell,14138,92058,15.36
sample05994,cd8_t_cell,22341,92058,24.27
sample05994,cd4_t_cell,20260,92058,22.01
sample05994,nk_cell,13173,92058,14.31
sample05994,monocyte,22146,92058,24.06
sample05995,b_cell,11052,105525,10.47
sample05995,cd8_t_cell,24836,105525,23.54
sample05995,cd4_t_cell,34370,105525,32.57
sample05995,nk_cell,13350,105525,12.65
sample05995,monocyte,21917,105525,20.77
sample05996,b_cell,8300,97902,8.48
sample05996,cd8_t_cell,25415,97902,25.96
sample05996,cd4_t_cell,26480,97902,27.05
sample05996,nk_cell,17348,97902,17.72
sample05996,monocyte,20359,97902,20.8
sample05997,b_cell,3119,96631,3.23
sample05997,cd8_t_cell,31994,96631,33.11
sample05997,cd4_t_cell,35682,96631,36.93
sample05997,nk_cell,8261,96631,8.55
sample05997,monocyte,17575,96631,18.19
sample05998,b_cell,13057,107424,12.15
sample05998,cd8_t_cell,27764,107424,25.85
sample05998,cd4_t_cell,29712,107424,27.66
